id,title,body,date_created,date_original,primary_country,countries,themes,formats,sources,month
4039440,Situation en Somalie - Rapport du Secrétaire général (S/2024/129),"**I. Introduction**

1\. Soumis en application du paragraphe 14 de la résolution 2705 (2023) et de la résolution 2710 (2023), le présent rapport rend compte de l’application de ces résolutions et notamment de l’exécution du mandat de la Mission d’assistance des Nations Unies en Somalie (MANUSOM) et des progrès accomplis par rapport aux critères définis dans l’examen d’évaluation stratégique, ainsi que de la mise en œuvre du mandat du Bureau d’appui des Nations Unies en Somalie (BANUS). Il porte sur les principaux faits nouveaux intervenus du 6 octobre 2023 au 24 janvier 2024.

**II. Situation politique et économique et conditions de sécurité**
**A. Évolution de la situation politique**

2\. Une fois que la réunion du Conseil consultatif national s’est achevée le 27 mai 2023, les dirigeants politiques somaliens ont continué de débattre des résultats auxquels elle était parvenue, pendant la période considérée. Le 3 novembre, la Commission indépendante de révision et d’application de la Constitution et la Commission parlementaire conjointe chargée de contrôler la révision et l’application de la Constitution se sont réunies pour procéder à une analyse technique de l’accord auquel avait abouti le Conseil consultatif national et pour passer en revue les amendements proposés figurant dans les quatre premiers chapitres de la Constitution provisoire de la République fédérale de Somalie. Le 19 octobre, les chefs de l’opposition, dont l’ancien Président de la Somalie, Sheikh Sharif Ahmed, ont fait part de leurs préoccupations concernant les propositions du Conseil consultatif national visant à modifier le mode de gouvernement en faveur d’un régime présidentiel et à adopter un système bipartite. D’autres dirigeants de l’opposition ont exprimé les mêmes inquiétudes. Le Président, Hassan Sheikh Mohamud, a tenu deux réunions avec les principaux chefs de l’opposition le 21 et le 25 décembre pour entendre leurs points de vue sur le processus de révision de la Constitution et le modèle électoral.

3\. Le Parlement fédéral a tenu une quatrième séance le 25 novembre durant laquelle le Président Mohamud a souligné la volonté du Gouvernement d’obtenir la levée des mesures de maîtrise des armements qui subsistent et l’achèvement du programme d’allègement de la dette avant la fin du mois de décembre 2023. Il a également communiqué une mise à jour sur l’admission de la Somalie à la Communauté de l’Afrique de l’Est le 24 novembre et les progrès accomplis dans les offensives contre les Chabab. Il a réaffirmé son attachement à l’amélioration des relations avec les États membres de la fédération et souligné la nécessité de mener à bien le processus de révision de la Constitution.

4\. Le Gouvernement fédéral somalien et le « Somaliland » ont conclu deux journées d’entretiens à Djibouti le 29 décembre, annonçant la reprise du dialogue entre les deux parties et la formation d’un comité technique qui supervisera les pourparlers. Le 1er janvier, l’Éthiopie et le « Somaliland » ont annoncé leur intention de négocier un mémorandum d’accord de partenariat et de coopération. Le Gouvernement fédéral somalien a dénoncé l’accord comme une violation de sa souveraineté. Le 2 janvier, le Parlement fédéral a adopté une loi portant annulation du mémorandum d’accord conclu entre l’Éthiopie et le « Somaliland », loi que le Président Mohamud a signée le 5 janvier. Le Conseil consultatif national a tenu le 3 janvier une réunion à laquelle ont assisté les dirigeants de tous les États membres de la fédération, à l’exception du Puntland. Le Conseil a, lui aussi, qualifié le mémorandum d’accord de « nul et non avenu ».

5\. Au Puntland, à la suite de désaccords internes sur le modèle et les dates de la prochaine élection à l’Assemblée de l’État et de l’élection présidentielle, le Président du Puntland, Said Abdullahi Deni, a promulgué un décret le 7 décembre en vertu duquel les élections à l’Assemblée de l’État se tiendraient le 8 janvier 2024 selon un modèle fondé sur les clans et que les 66 membres nouvellement élus de l’Assemblée d’État éliraient le Président et le Vice-Président. Le 12 décembre, le Président Deni a désigné les membres du comité de sélection et de vérification, qui a publié la liste des 66 nouveaux membres de l’Assemblée de l’État du Puntland le 1er janvier 2024. Les parlementaires ont prêté serment le même jour. Comme dans l’Assemblée précédente, une seule femme a été choisie.

6\. Les 66 membres de l’Assemblée du Puntland ont réélu le 8 janvier M. Deni sixième Président du Puntland et Ilyaas Osman Lugatoor Vice-Président. Sur le plan de la sécurité, la situation à Garoowe est demeurée calme et M. Deni est entré en contact avec les candidats à la présidence et les chefs traditionnels dans les jours qui ont suivi sa réélection afin de favoriser une conciliation politique. Le Président Mohamud, les présidents des États, à l’exception du Président du Djoubaland, Ahmed Mohamed Islam « Madobe », de hauts responsables du Gouvernement et d’autres dignitaires ont assisté à la cérémonie d’inauguration de M. Deni le 25 janvier.

7\. Selon une déclaration publiée le 19 octobre par le Ministère somalien de l’intérieur, des affaires fédérales et de la réconciliation, le « Gouvernement fédéral a réaffirmé son appui aux décisions auxquelles les chefs traditionnels étaient parvenus durant leur entretien à Laascaanood le 6 février 2023», s’est «félicité de l’administration intérimaire établie par la population locale et s’est attaché à coopérer avec elle ». Dans la région de Sool, les violences se sont poursuivies par intermittence du 8 au 23 novembre à Bouq-Dharkein entre les milices de la fraction Habar Jeclo (du clan Isaaq) et le clan des Dhoulbahante. Le 28 novembre, les chefs du clan Isaaq ont, dans un communiqué, réaffirmé leur appui à l’indépendance du « Somaliland » et leur volonté de défendre leur territoire, tout en soulignant qu’ils n’avaient aucune intention d’envahir le territoire des Dhoulbahante. Le 2 décembre, les chefs traditionnels dhoulbahante ont, dans un communiqué, pris acte du communiqué des Habar Jeclo et souligné leur souhait de coexistence pacifique.

8\. Les chefs de l’opposition dans l’État du Sud-Ouest ont présenté le 6 octobre au Président Mohamud une pétition en faveur de l’application de l’Accord de Baidoa, lequel avait été signé en février 2023 entre l’administration de l’État du Sud-Ouest et des groupes de l’opposition, avec l’appui du Gouvernement fédéral, afin de permettre la tenue d’élections à l’Assemblée régionale à la fin de 2023 et de l’élection présidentielle dans la région en janvier 2024. Le 14 octobre, l’opposition de l’État du Sud-Ouest a, dans une déclaration, demandé la tenue d’élections dans l’État en janvier 2024, conformément aux dispositions de l’Accord.

9\. Pendant la période considérée, les rapports entre l’administration du Djoubaland et la région de Gedo se sont améliorés, l’administration contrôlant tous les centres de district dans la région de Gedo, exception faite de Garbahaarrey, où les causes de friction ont persisté. Les autorités de Garbahaarrey ont continué de manifester leur opposition aux propositions de l’administration du Djoubaland consistant à tenir une conférence sur la réconciliation associant toutes les parties dans la ville. Le 17 novembre, les chefs traditionnels et des groupes de femmes à Garbahaarrey ont avalisé l’ancien chef du district de Garbahaarrey comme le nouveau chef, rejetant les responsables désignés par l’administration du Djoubaland dans la région de Gedo.",2024-02-19T19:56:28+00:00,2024-02-02T00:00:00+00:00,Somalia,Somalia,"Coordination, Education, Food and Nutrition, Gender, Health, Logistics and Telecommunications, Mine Action, Protection and Human Rights, Safety and Security, Water Sanitation Hygiene",UN Document,UN SC,2024-02
4101348,Somalia: CCCM Cluster - CFM Monthly Report January 2024,"**Observations & Highlights**

Of the 3393 tickets received this month, FSL, WASH, and SNFI received the most feedback. The sites in Mogadishu Dayniile received 29% of all feedback this month.

Of the 1,771 replies completed this month, 69% was reported as resolved, 13% of feedback expired with no response from service providers, and 16% of feedback was reported unresolved by providers.",2024-01-31T00:00:00+00:00,2024-01-31T00:00:00+00:00,Somalia,Somalia,"Camp Coordination and Camp Management, Education, Food and Nutrition, Health, Protection and Human Rights, Shelter and Non-Food Items, Water Sanitation Hygiene",Situation Report,"CCCM Cluster, IOM, UNHCR",2024-01
4035937,Somalia: A better data management system is improving education,"*Thanks to a GPE-funded program implemented by CARE in partnership with the Somalia Federal Ministry of Education, Culture and Higher Education, Somalia’s Education Management Information System (EMIS) has been improved.*

""I leave the office when I am tired and stressed after organizing files manually and hardly find time to relax with my family.""

Abdi*

Headteacher in one of the GPE-ESPIG-supported schools

Abdi, a headteacher in one of the GPE-supported schools in [Somalia](https://www.globalpartnership.org/where-we-work/somalia), heads to his workstation every day to be greeted by a mountain of paperwork. He is required to sort and organize the school filing system manually.

This is a time-consuming activity that is bound to result in errors -- time that could be used for teaching, school supervision and quality checks.

His wish was to have this process automated in a system that would be user-friendly, and to be trained to use it. This would improve the data collection process, provide easier storage and retrieval of student and teacher information, save valuable time, improve the quality of data, and improve his work-life balance!

The centralized Education Management Information System (EMIS) is the tool that Abdi needed. It is a comprehensive information system designed to collect, store, manage, and analyze data related to education.

The system is managed by education administrators who collect and assess data at the school, district, and regional level to improve education quality, identify areas for improvement, and ensure efficient resource allocation for educational institutions and systems.

Initiated in 2016 by the Ministry of Education, Culture and Higher Education (MOECHE), the EMIS collects and analyzes data from schools on an annual basis.

Since its inception, the system has had several challenges in ensuring that it is effectively utilized. Persistent challenges include lack of individual student-level data, gaps in capturing data on out-of-school children (the only data sources on the latter group are population estimates derived from current enrollment data and project-level studies).

The GPE-funded program sought to enhance capacity at Federal Member State (FMS) level to manage, monitor and regulate the education sector. The program has made a significant investment in operationalizing EMIS centers through rehabilitation work, conducting reviews on the system capacity and data audits to improve the system (management and data analysis, across the MOECHE and FMS MOEs).

In addition, the program developed additional functions that will show the overview of the national examination results for grades 8 and 12.

Furthermore, the program supported 14 EMIS staff both at FMS MOEs and MOECHE levels with monthly salaries to oversee the smooth running of the system.

Through the program, a national EMIS policy was developed, validated, and disseminated to all FMS and other education stakeholders.",2024-02-06T19:15:46+00:00,2024-02-01T00:00:00+00:00,Somalia,Somalia,Education,News and Press Release,GPE,2024-02
4038292,"Somalia Health Cluster Partners Operational Presence Map, January 2024",,2024-02-15T05:44:37+00:00,2024-02-15T00:00:00+00:00,Somalia,Somalia,"Coordination, Health",Map,"Health Cluster, WHO",2024-02
4038969,Introduction to integrated disease surveillance and response (IDSRS) implementation in Somalia,"**Presentation objective**

- To describe how integrated disease surveillance and response (IDSRS) is implemented in Somalia 

**Introduction**

• Since 2008, EWARN was the only multi-disease surveillance system in Somalia

• EWARN stands for Early Warning Alert and Response Network. It is a system which is deployed to quickly detect and response to disease outbreaks in emergency contexts where the routine surveillance system is non-functional

• EWARN was completely decommissioned in early 2023

• Before EWARN was decommissioned, Somalia had started the process of establishing a national wide routine surveillance system called IDSRS

**Background**

• The routine multi-disease surveillance system for Somalia is called integrated disease surveillance and response system (IDSRS)

• The system was developed by the federal ministry of health with technical support from WHO, UNICEF/HISP-Tanzania and other partners

• The system is used to conduct all surveillance functions for all priority conditions at all levels of the health system (community, facility, district, region, state and federal)

• The system is being rolled-out gradually. The system has been rolledout to all states except Somaliland, which plans are underway to achieve that.",2024-02-17T09:43:57+00:00,2024-02-17T00:00:00+00:00,Somalia,Somalia,Health,Other,Govt. Somalia,2024-02
4041694,Using the Safe Water Optimization Tool to Improve Water Quality in Humanitarian Settings: Reflections on Our Work in Somaliland,"*We've previously written about learnings from our HIF *WASH Evidence Challenge* study in Uganda. That work looked at the role that the SWOT can have in assuring water safety in refugee and IDP camps supplied by surface water sources delivered by piped networks and water trucks.* 

*Another component of our study looked at how the SWOT could be used to assure water safety in institutions and medical facilities. For this work, we partnered with Médecins Sans Frontières (MSF) in Somaliland to implement and evaluate how the SWOT could be used to ensure water safety at the Las Anod General Hospital.* 

*While an uptick in conflict and insecurity at the site prevented us from completing all our study objectives, in this blog we share some of the insights we gained from our work there.* 

**INTRODUCTION: WHAT WAS OUR GOAL IN THE SOMALILAND STUDY?**

Providing clean water in medical facilities is critical for drinking, hygiene, patient care, medical procedures, and preventing nosocomial infections (infections acquired in a healthcare setting). Our goal was to evaluate how well the Safe Water Optimization Tool (SWOT) works for ensuring water safety in a medical facility setting by deploying the SWOT at the Las Anod General Hospital in Sool, Somaliland. 

**BACKGROUND ON THE LAS ANOD GENERAL HOSPITAL AND MSF'S ROLE THERE.**

Las Anod General Hospital (LAGH), located in the capital city of the disputed Sool region in southeastern Somaliland, is a Level 5 hospital with a 73-bed capacity. MSF began operations in LAGH in May 2019, providing technical and financial assistance for the hospital's emergency room, operating theatre, and sexual and reproductive healthcare services, among other supports. 

Securing a safe and reliable water supply for the hospital has been a persistent challenge. The hospital has its own borehole, which was constructed in 2019, as well as a reverse osmosis (RO) treatment system. However, the RO system stopped functioning in 2020 due to lack of maintenance and spare parts. Since then, MSF has been supporting the hospital to purchase RO-treated groundwater from a local supplier for drinking, medical, and infection prevention and control (IPC) purposes.    

The estimated potable water demand of the hospital is around 26 m3 per month. Water deliveries are made every few days. Water is delivered via truck by the private supplier, who is required to chlorinate water before delivery to the hospital's underground tank. On arrival, the water is tested for FRC, pH, and turbidity by the MSF team, and additional HTH chlorine is added when the FRC is below 0.2 mg/L. 

Chlorinated water is then pumped into an elevated tank connected to a piped distribution system serving six potable water tapstands located in the staff and patient areas (a separate piped network provides non-potable water for other domestic purposes. MSF has instituted regular water quality monitoring at various points in the water supply chain at the hospital. 

**HOW WAS THE SWOT USED IN THE HOSPITAL?**

The SWOT was deployed at the Las Anod General Hospital as part of normal WASH operations and used routine water quality monitoring data. Data collection was handled by the MSF Water and Sanitation (WatSan) Technician using KoBoToolbox with a SWOT survey template.  

Using the SWOT in a hospital setting required making some adaptations to the tool, as it has previously been used in refugee and IDP camp settings. Specifically, water deliveries are made every few days to the hospital, so chlorinated water must be stored after chlorination in the overhead tank for much longer than it would typically be stored in a camp setting. The SWOT was therefore modified to allow for much longer durations of protection than would normally be the case in a camp setting (up to multiple days).   

At the same time, the distance from the water tanks to the taps was much shorter at the hospital compared to the considerable distances that people sometimes have to transport water in the camp setting. While in a camp people would typically collect water in large containers for the whole family to use over the course of a day, in the hospital people usually filled small personal water bottles which they would drink from over a short time period (typically 1 to 3 hours at most). 

For this reason, we considered the drinking water taps in the hospital wards to be the point-of-consumption, and this was where we wanted to ensure water safety. Our goal therefore was to ensure adequate chlorination in the elevated tank to persist so that water at the taps in the hospital wards was adequately protected over several days. 

Water quality measurements including free residual chlorine (FRC), turbidity, pH, water temperature, and electrical conductivity were collected from trucks as they delivered water to the hospital (point-of-delivery), at the hospital's elevated storage tank (point-of-distribution), and at six taps (points-of-consumption) around the hospital grounds where staff and visitors filled their water bottles. Data collection was conducted between September and December 2022, though there were interruptions to data collection due to intensifying conflict in the region. 

Before the SWOT recommendation was provided, baseline data showed that the median FRC at the tank was 0.40 mg/L, and 64% of tap samples had an FRC meeting the water safety threshold of at least 0.2 mg/L. Baseline data was uploaded to the SWOT, which generated a site-specific FRC target recommendation of 0.8 mg/L FRC to be maintained at the elevated tank to ensure sufficient FRC at taps for up to 24 hours.   

The FRC target was implemented by the WatSan team, but was soon decreased to 0.6 mg/L FRC in response to taste and odour complaints received from water-users in the days following the initial change. This modified target was seen to better balance the competing concerns of having sufficient FRC to ensure water safety and not so much as to drive taste and odour driven rejection of treated water.   

After the SWOT FRC target recommendation was issued to the MSF team, they were able to increase the FRC at the tank up to a median of 0.49 mg/L, however only two of the ten water tank samples showed the SWOT target of 0.6 mg/L had been reached. Despite this, water safety at the taps increased, all samples taken within 24 hours of chlorination had an FRC of at least 0.2 mg/L. This reduced slightly to 93% for samples taken over 24 hours from chlorination (up to 150 hours). 

**WHAT DID WE LEARN?**

The study offered valuable insights into how the SWOT can help improve water safety in medical facilities such as the Las Anod General Hospital. With water quality monitoring data from tanks and taps at the hospital, the SWOT was able to generate a site-specific and evidence-based water chlorination target that could optimize water safety at taps around the hospital. 

After the SWOT's FRC target recommendation was implemented in the hospital's water system by the MSF WatSan Team, there was a considerable improvement in the proportion of hospital taps with sufficient FRC (i.e., 0.2 mg/L) to protect water against pathogenic recontamination after one or more days of storage---going from 59.9% at baseline to 93.3% at endline following SWOT implementation. 

The study also, once again, highlighted the importance of taste and odour as a critical factor to balance when setting a water chlorination target, as adjustments were made to the FRC target recommendation in response to water-user preferences. Acceptance of chlorine taste and odour in drinking water is highly personal and can vary greatly across populations. We recommend understanding local chlorine taste and odour acceptability thresholds as part of a chlorination programme, and always providing channels for water users to feedback their concerns. We are developing tools to help water system operators rapidly determine population-specific chlorine taste and odour acceptability thresholds to be part of the SWOT toolkit.  

Overall, this case study in Somaliland demonstrated the effectiveness of the SWOT as a tool for enhancing water safety in healthcare settings in resource-constrained and crisis-affected settings.

**NEXT STEPS...**

For our next steps, we will apply lessons learned from the Las Anod Hospital to similar environments and continue to refine and enhance the SWOT for the medical facility water system and other humanitarian water supply use cases. We also hope to expand the use of the SWOT beyond humanitarian response settings to be used by local health authorities in healthcare facilities in non-emergency settings.  

Unfortunately, the conflict affecting the Sool region of Somaliland has escalated rapidly, to such a point that MSF had to withdraw from the Las Anod Hospital in July 2023. We hope that the situation improves, and the MSF team can return to provide medical care to patients in need at Las Anod and in the surrounding regions. The SWOT team is ready to support MSF and any medical humanitarian actors with deploying the SWOT to ensure water safety for patients, caregivers, and staff in medical facilities.",2024-02-27T12:55:13+00:00,2024-02-27T00:00:00+00:00,Somalia,Somalia,"Health, Water Sanitation Hygiene",News and Press Release,ELRHA,2024-02
4041838,Empowering Somali Youth: Inauguration of the Berbera Youth Center,"**Berbera, 27/02/2024** - The United Nations Population Fund (UNFPA) along with the Somaliland Ministry of Youth and Sports, and the Government  of the Netherlands successfully inaugurated the Berbera Youth Center. This event marked a significant milestone in UNFPA's commitment to empower Somali youth and women and foster their socio-economic development.　

The establishment of the Berbera Youth Center marks a collaborative effort between UNFPA and the Somaliland Ministry of Youth and Sports, with local partner Shaqodoon Organization, under the umbrella of the Accelerated Socio-economic Empowerment of Youth project funded by the European Union and the Netherlands. 　

The inauguration ceremony of the Berbera Youth Center witnessed the presence of key Somaliland government officials, highlighting their commitment to foster an environment that nurtures the potential of the youth and ensures their active participation in the socio-economic development of Somaliland. H.E. Abdirisak Musa Farah, the Minister of Youth and Sports, along with Hon. Yurub Abib, the Vice-minister of Employment, Social Affairs and Family, and Mr. Khadar Ibrahim, the Director of Somaliland National Youth Development Fund, were among the officials who graced the occasion. Additionally, the event was attended by Mohamoud Hindi Adam, the Deputy Governor of Sahel region, Nur Abdi Jama, the Deputy Mayor of Berbera, Mr. Saeed Hassan Abdillahi, the Director of Somaliland Ports Authority, and Members of Parliament Khadar Ali Hakin and Noradin Ahmed. 　

Minister Abdirisak Muse Farah cut the ribbon to symbolise the commencement of this transformative initiative. Following this, Nima Harir, Director of Planning, extended a warm welcome and delivered opening remarks, setting the tone for the event. During his address, Netherlands Ambassador for Youth, Education and Employment, Jurriaan Middlehoff strongly emphasised the profoundly positive impact such investments yield on communities. ""The significance of this Youth Center goes far beyond its physical structure. It symbolises our collective commitment to investing in our most precious resource—our youth,"" said Faisa Ibrahim, Assistant Representative for Hargeisa Sub Office at UNFPA while emphasising the need, and significance of investing in youth potential. Interactive sessions followed, and a town hall-style discussion session allowed youth to share their aspirations and discuss the challenges they encountered, further emphasising the need for and the centre's commitment to empowering the youth and women of Somaliland. 　

The centre will take a comprehensive approach to empower the youth of Berbera, Sahir Region of Somaliland. By providing access to quality education and vocational training, promoting economic empowerment and entrepreneurship, offering crucial services like sexual and reproductive health counselling, family planning, nutrition, and psychosocial support. Moreover, it will conduct community outreach and awareness programs and extend assistance and referrals to those seeking justice and protection from Gender-Based Violence.　

Since its launch, the Socio Economic Empowerment Youth Initiative has transformed the lives of over 5,000 young Somalis. Through bootcamps, entrepreneurship, social enterprises, and financial literacy/management training, the initiative has equipped these young individuals with the skills and knowledge necessary for success. Additionally, mentorship programs, future-ready skills training, and start-up grants have been instrumental in empowering the youth to pursue their dreams and create their own opportunities. Youth Centres also serve as co-working spaces and provide incubation, research, and acceleration services for new start-ups. These spaces provide a supportive environment for young entrepreneurs, enabling them to develop their ideas, access resources, and receive guidance to turn their concepts into successful businesses.　

The support accorded by the Government of the Netherlands, as part of the European Union, showcases their commitment to supporting sustainable recovery and the achievement of the Sustainable Development Goals (SDGs) in Somaliland. By investing in the youth and providing them with the necessary tools and support, the EU and the Netherlands are contributing to the long-term development and prosperity of the country.　

**For media inquiries, please contact:**  　　

Fatimah Shah, Communications and Advocacy Specialist United Nations Population Fund (UNFPA) at fatshah@unfpa.org　　

**About UNFPA:**  

The United Nations Population Fund (UNFPA) is the leading United Nations agency for delivering a world where every pregnancy is wanted, every childbirth is safe, and every young person's potential is fulfilled. UNFPA is committed to supporting countries in their efforts to achieve sustainable development and improve the lives of women, adolescents, and youth.",2024-02-27T22:20:31+00:00,2024-02-27T00:00:00+00:00,Somalia,Somalia,"Education, Recovery and Reconstruction",News and Press Release,UNFPA,2024-02
4028449,International Partners welcome conclusion of Puntland leadership elections,"Mogadishu – Somalia’s international partners* welcome the conclusion of Puntland’s presidential election on 8 January 2024. We commend the people of the Federal Member State of Puntland on the peaceful conduct of the process. 

We appreciate the efforts of all political and electoral stakeholders to ensure a peaceful process and encourage all parties to maintain a peaceful environment. Any electoral-related dispute should be resolved peacefully through appropriate legal mechanisms.

International partners strongly encourage greater participation and meaningful inclusion also of women and youth in future processes. We reaffirm our continued commitment to Somalia’s efforts on democratic governance and to make progress towards fair, transparent and direct elections.

*/*African Union Transition Mission in Somalia (ATMIS), Belgium, Denmark, Djibouti, Ethiopia, European Union (EU) Delegation, Finland, Germany, Intergovernmental Authority on Development (IGAD), Ireland, Italy, Kingdom of Saudi Arabia (KSA), League of Arab States (LAS), Norway, Organisation of Islamic Cooperation (OIC), Poland, Qatar, Russian Federation, Sweden, Switzerland, Uganda, United Arab Emirates (UAE), United Kingdom, United States, and United Nations.*",2024-01-09T12:58:08+00:00,2024-01-09T00:00:00+00:00,Somalia,Somalia,Peacekeeping and Peacebuilding,News and Press Release,UNSOM,2024-01
4031734,"Somalia National Health Cluster Meeting 18th January 2024: Polio Vaccination Campaign (Jan 21-25, 2024) [Presentation]","*[Excerpt]*

Polio Vaccination Campaign (Jan 21-25, 2024): 

Mission: Combat circulating vaccine-derived poliovirus type 2 (cVDPV2) through high-quality supplementary immunization activities (SIAs). 

Focus: Enhance vaccination quality via:

- Improved planning and micro-plans:Streamlining logistics and deployment.

- Boosted team performance:Training and supervision of vaccination teams, especially in hard-to-reach areas.

- Addressing access barriers:Identifying and overcoming geographic, security, and cultural challenges.

- Collaboration: Strengthened partnerships with government, health sector, and civil society for coordinated response.

Campaign Scope and Statistics:

- Target: All districts in southern and central Somalia, except Jubaland (28th-31st Jan for Jubaland).

- Deployment:more than 1900 District Field Assistants (DFAs) and 12,758 vaccinators.

- Targeted Population:Over 2.7 million children under 5 years old.

- Vaccine:nOPV2 (noval Oral poliovirus type 2 vaccine).",2024-01-23T06:45:06+00:00,2024-01-18T00:00:00+00:00,Somalia,Somalia,Health,Other,"Health Cluster, WHO",2024-01
4034916,"AUC Director for Conflict Management concludes working visit to Somalia, discusses security transition and post-ATMIS Security Arrangements","Mogadishu, 2 February 2024 – The African Union Commission’s (AUC) Director for Conflict Management, Dr. Alhadji Sarjoh Bah, has wrapped up a five-day working visit to Somalia. He led a high-level delegation from the Political Affairs, Peace, and Security Department which included the newly appointed Head of the Peace Support Operations Division (PSOD), General Cheick Dembele.

The focus of the engagements was to outline the modalities for a seamless transition of security responsibilities from ATMIS to Somali Security Forces and post-ATMIS security arrangements.

On arrival in Mogadishu on Saturday, the delegation was welcomed by the African Union Special Representative for Somalia and Head of ATMIS, Ambassador Mohamed El-Amine Souef; the Acting Minister for Foreign Affairs, Ali Omar Balad; the Minister of Information, Culture, and Tourism, Daud Aweis; and the leadership team of ATMIS.

They held key discussions with officials from the Federal Government of Somalia (FGS). They met with the State Minister in the Office of the Prime Minister, Hirsi Gaani, and the National Security Advisor, Hussein Sheikh Ali. They also engaged with UN officials, international partners, Ambassadors from ATMIS Troop Contributing Countries, and representatives from Civil Society.

They reflected on the lessons learned from both Phase One and Two drawdowns, the forthcoming Phase Three in June 2024, which requires a further drawdown of 4,000 troops, and the subsequent phase after ATMIS ends on 31 December 2024.  

For a seamless transition and to ensure there are no security gaps, Dr. Alhadji Sarjoh Bah stated that the African Union will be flexible and consider any challenges that may arise.

""We absolutely remain committed to ensuring that, number one, we stick to the timelines of the drawdown. Of course, we've had two extensions in the last two drawdowns. And so, except in situations of force majeure, we remain determined and resolute in ensuring that by 31st December 2024, we will have completed the drawdown,"" he said.

Following the visit to Somalia, the delegation will submit a report to the African Union Peace and Security Council and the United Nations Security Council. The document will outline the parameters for a post-ATMIS security configuration on 1st January 2025.

""We want to ensure that the configuration, whatever it looks like, whatever its posture, whatever its mandate, is informed by a very comprehensive security assessment that focuses on the threats and other variables. This will allow us to then determine the strength, the mandate, the posture, the composition, and the overall architecture that will replace ATMIS”, Dr. Bah noted.  

End",2024-02-02T12:03:36+00:00,2024-02-02T00:00:00+00:00,Somalia,Somalia,Peacekeeping and Peacebuilding,News and Press Release,ATMIS,2024-02
4066815,Hirshabelle Subnational Nutrition Cluster Coordination Meeting Minutes (30th January 2024),"**Meeting minutes**

The State NC coordination meeting was inaugurated by Mohamed Aden from State Ministry of Health 
(Hiraan regional nutrition officer). The nutrition cluster members reviewed and approved the agenda and 
the previous action points. No other issues were brought up. The meeting was led by Mr. Aden Mohamed, 
the state nutrition cluster coordinator.

**Agenda**

1. Introduction and opening remarks 

2. Review of action points of the last meeting

3. Updates from partners on the nutrition services delivery, challenges/gaps, PDAD and supplies (UN 
agencies, and NGOs)

4. Updates AWD/Cholera situation and its impact on nutrition.

5. Update on the 3w matrix and quarterly state coordination meeting (physical) – NC

6. AOB",2024-01-30T00:00:00+00:00,2024-01-30T00:00:00+00:00,Somalia,Somalia,"Coordination, Food and Nutrition, Health",Other,"Nutrition Cluster, UNICEF",2024-01
4040311,Somalia Child Protection Area of Responsibility Coordination Hub as at February 2024,,2024-02-22T08:06:32+00:00,2024-02-22T00:00:00+00:00,Somalia,Somalia,"Coordination, Protection and Human Rights",Map,"CP AoR, Protection Cluster, UNICEF",2024-02
4031743,Education Response Snapshot (Jan - Dec 2023),"**BACKGROUND**

In 2023, approximately 4.8 million school-aged children across Somalia lacked access to protective quality education. The main barriers restricting access to education are the cost of education and the lack of available education services, which disproportionately affect children displaced by conflict. Indeed, of the estimated 1.7 million children who are internally displaced within Somalia, approximately 63% have no access to learning, with the newly displaced facing the most severe restrictions in accessing education. Lack of access to education results in permanent harm to children and exposes them to a wide range of protection risks leading to a vicious cycle of poverty and vulnerability.  

Education in Emergencies remains chronically underfunded in the face of increasing needs and requires a sustained political and financial commitment to ensure children are enabled to fulfill their right to education.",2024-01-23T07:21:02+00:00,2024-01-23T00:00:00+00:00,Somalia,Somalia,Education,Infographic,"Education Cluster, UNICEF",2024-01
4041608,About the Somalia Humanitarian Fund (February 2024) [EN/SO],"AT A GLANCE 

The Somalia Humanitarian Fund (SHF) is a multi-donor country-based pooled mechanism created in 2010 to allocate funding for the most urgent life-saving interventions in Somalia. With SHF, governments and private donors can channel their contributions into a common, unearmarked fund to deliver life-saving assistance to people who need it most. The Humanitarian Coordinator (HC) oversees the funds and its allocations. The Fund supports the highest-priority projects of the best-placed responders - mainly international and national NGOs and some UN agencies - through an inclusive and transparent process that meets priorities set out in the Humanitarian Response Plan (HRP). This ensures that funding is available and prioritized locally.

OVER FOURTEEN YEARS OF LIFE-SAVING AID 

Since 2010, SHF has received over $758 million from 26 donor countries and private donors. SHF is trusted by donors due to its effectiveness, coordinated approach and established accountability systems – employing an exceptionally robust and reliable online Grant Management System. In 2023, SHF received $71 million, which accounted for 6 per cent of the total funding received for the Humanitarian Response Plan.",2024-02-27T10:02:49+00:00,2024-02-27T00:00:00+00:00,Somalia,Somalia,Humanitarian Financing,Manual and Guideline,OCHA,2024-02
